type,poxX,poxY,poxZ,quatX,quatY,quatZ,quatW,stampSecs,stampNSecs,recSecs,recNSecs
Mocap,0.0127113,-0.167921,0.932424,0.000185357,-0.00727155,0.550794,0.834609,1541955621,510701027,1541955621,530721032
Mocap,0.0127156,-0.167936,0.93242,0.000126094,-0.00723137,0.550874,0.834557,1541955621,521370374,1541955621,540774032
Mocap,0.0127278,-0.167925,0.932432,9.55847e-05,-0.00724784,0.550803,0.834604,1541955621,531252047,1541955621,550779032
Mocap,0.0127039,-0.167925,0.932426,0.000178353,-0.00724989,0.550743,0.834643,1541955621,541079364,1541955621,561124032
Mocap,0.0127208,-0.167948,0.932412,9.07e-05,-0.0071862,0.550866,0.834563,1541955621,551060475,1541955621,570901032
Mocap,0.0127175,-0.167942,0.932408,0.000101748,-0.00722171,0.550838,0.834581,1541955621,561066447,1541955621,581162032
Mocap,0.0127058,-0.167924,0.932409,0.000153487,-0.00733978,0.550755,0.834635,1541955621,571150810,1541955621,590923032
Mocap,0.012722,-0.167921,0.932419,0.000176608,-0.00730178,0.550866,0.834562,1541955621,581062727,1541955621,601160032
Mocap,0.0127037,-0.167915,0.932418,0.000209224,-0.00727099,0.550742,0.834644,1541955621,591908139,1541955621,610977032
Mocap,0.0127094,-0.167917,0.932425,0.000192081,-0.0073445,0.550782,0.834617,1541955621,601778124,1541955621,621224032
Mocap,0.0127116,-0.167941,0.932424,9.8718e-05,-0.0072107,0.550876,0.834556,1541955621,611054370,1541955621,631018032
Mocap,0.0127187,-0.167933,0.932423,9.43497e-05,-0.00719077,0.550834,0.834584,1541955621,621008195,1541955621,641049032
Mocap,0.0127221,-0.167937,0.932416,0.000102937,-0.00717454,0.550889,0.834548,1541955621,630685511,1541955621,651018032
Mocap,0.0127173,-0.167925,0.932412,0.000146921,-0.00733249,0.550793,0.83461,1541955621,641122325,1541955621,661263032
Mocap,0.0127171,-0.167948,0.93242,9.79391e-05,-0.00717429,0.55094,0.834514,1541955621,651666566,1541955621,670901032
Mocap,0.0127206,-0.167943,0.932413,0.00011814,-0.00723726,0.550903,0.834538,1541955621,661572209,1541955621,681204032
Mocap,0.0127178,-0.167918,0.932422,0.000187608,-0.00727147,0.550819,0.834593,1541955621,670919766,1541955621,690620032
Mocap,0.0127263,-0.167918,0.932414,0.000153461,-0.00733741,0.550811,0.834598,1541955621,681040144,1541955621,700958032
Mocap,0.0127112,-0.167941,0.932418,9.21374e-05,-0.00722619,0.550882,0.834552,1541955621,690631298,1541955621,710648032
